run,position,segment,input_id,input_token,input_decoded,attention_mask,label_id,label_token,label_decoded,supervised,span_id,span_name
rq3_qwen2vl_answer_only_scienceqa,26,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,27,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,28,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,29,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,30,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,31,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,32,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,33,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,34,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,35,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,36,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,37,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,38,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,39,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,40,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,41,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,42,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,43,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,44,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,45,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,46,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,47,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,48,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,49,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,50,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,51,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,52,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,53,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,54,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,55,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,56,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,57,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,58,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,59,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,60,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,61,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,62,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,63,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,64,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,65,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,66,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,67,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,68,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,69,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,70,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,71,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,72,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,73,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,74,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,75,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,76,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,77,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,78,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,79,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,80,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,81,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,82,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,83,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,84,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,85,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,86,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,87,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,88,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,89,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,90,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,91,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,92,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,93,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,94,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,95,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,96,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,97,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,98,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,99,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,100,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,101,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,102,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,103,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,104,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,105,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,106,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,107,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,108,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,109,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,110,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,111,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,112,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,113,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,114,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,115,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,116,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,117,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,118,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,119,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,120,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,121,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,122,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,123,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,124,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,125,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,126,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,127,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,128,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,129,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,130,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,131,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,132,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,133,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,134,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,135,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,136,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,137,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,138,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,139,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,140,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,141,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,142,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,143,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,144,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,145,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,146,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,147,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,148,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,149,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,150,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,151,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,152,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,153,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,154,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,155,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,156,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,157,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,158,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,159,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,160,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,161,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,162,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,163,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,164,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,165,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,166,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,167,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,168,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,169,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,170,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,171,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,172,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,173,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,174,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,175,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,176,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,177,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,178,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,179,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,180,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,181,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,182,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,183,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,184,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,185,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,186,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,187,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,188,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
rq3_qwen2vl_answer_only_scienceqa,189,image+prompt masked,151655,<|image_pad|>,<|image_pad|>,1,-100,IGNORE,,False,0,ignore
